   0         0.016804      -639.940100         0.000000 
   1         0.035192      -639.914700         0.025400 
   2         0.049657      -639.587600         0.352500 
   3         0.018205      -639.928000         0.012100 
   4         0.027372      -639.949200        -0.009100 
   5         0.010256      -640.095200        -0.155100 
   6         0.013575      -640.235000        -0.294900 
   7         0.036377      -640.188600        -0.248500 
   8         0.043202      -640.157400        -0.217300 
   9         0.010156      -640.225900        -0.285800 
  10         0.019700      -640.161600        -0.221500 
