   0         0.016804      -639.940100         0.000000 
   1        11.402962      -639.679400         0.260700 
   2         0.370282      -639.673600         0.266500 
   3         0.047484      -639.908800         0.031300 
   4         0.194265      -639.943800        -0.003700 
   5         0.055771      -640.045700        -0.105600 
   6         0.025808      -640.212900        -0.272800 
   7         0.058632      -640.145900        -0.205800 
   8         0.035706      -640.130900        -0.190800 
   9         0.167784      -640.208400        -0.268300 
  10         0.019700      -640.161600        -0.221500 
