   0         0.016804      -639.940100         0.000000 
   1         0.028766      -640.535100        -0.595000 
   2         0.123513      -640.356900        -0.416800 
   3         0.159985      -639.773500         0.166600 
   4         0.144641      -639.887800         0.052300 
   5         0.103200      -639.926200         0.013900 
   6         0.079538      -639.957100        -0.017000 
   7         0.137986      -640.034500        -0.094400 
   8         0.122565      -640.095400        -0.155300 
   9         0.026689      -640.184100        -0.244000 
  10         0.019700      -640.161600        -0.221500 
