   0         0.016804      -639.940100         0.000000 
   1         0.030721      -640.529400        -0.589300 
   2         0.076891      -640.360700        -0.420600 
   3         0.099489      -639.794900         0.145200 
   4         0.071230      -639.898600         0.041500 
   5         0.077006      -639.979900        -0.039800 
   6         0.090355      -639.987000        -0.046900 
   7         0.136010      -640.047900        -0.107800 
   8         0.185872      -640.101600        -0.161500 
   9         0.040077      -640.191900        -0.251800 
  10         0.019700      -640.161600        -0.221500 
