   0         0.016804      -639.940100         0.000000 
   1         0.227952      -640.401700        -0.461600 
   2         0.150721      -639.746300         0.193800 
   3         0.608514      -639.972800        -0.032700 
   4         0.361064      -639.945700        -0.005600 
   5         0.273184      -639.928500         0.011600 
   6         0.126476      -640.043800        -0.103700 
   7         0.242748      -640.076300        -0.136200 
   8         0.043453      -640.163800        -0.223700 
   9         0.139906      -640.240400        -0.300300 
  10         0.019700      -640.161600        -0.221500 
