   0         0.016804      -639.940100         0.000000 
   1        12.545704      -639.778600         0.161500 
   2         0.638125      -639.586100         0.354000 
   3         1.177721      -639.924300         0.015800 
   4         0.041097      -639.947800        -0.007700 
   5         0.020592      -640.086200        -0.146100 
   6         0.024826      -640.230900        -0.290800 
   7         0.016415      -640.180200        -0.240100 
   8         0.026630      -640.147300        -0.207200 
   9         0.011119      -640.219600        -0.279500 
  10         0.019700      -640.161600        -0.221500 
