   0         0.016804      -639.940100         0.000000 
   1         0.056908      -640.415700        -0.475600 
   2         0.598555      -640.287300        -0.347200 
   3         0.421402      -639.638300         0.301800 
   4         1.302837      -639.889800         0.050300 
   5         0.184191      -639.985300        -0.045200 
   6         0.115369      -639.986100        -0.046000 
   7         0.225214      -640.056800        -0.116700 
   8         0.137269      -640.137700        -0.197600 
   9         0.014336      -640.236900        -0.296800 
  10         0.019700      -640.161600        -0.221500 
