   0         0.016804      -639.940100         0.000000 
   1         0.075674      -639.898500         0.041600 
   2         0.188884      -639.570000         0.370100 
   3         0.085533      -639.925200         0.014900 
   4         0.047690      -639.949100        -0.009000 
   5         0.010290      -640.092100        -0.152000 
   6         0.010983      -640.234100        -0.294000 
   7         0.038667      -640.186700        -0.246600 
   8         0.021564      -640.155000        -0.214900 
   9         0.009780      -640.224400        -0.284300 
  10         0.019700      -640.161600        -0.221500 
