    0           0.22741000          -605.067662                    0 
    1           0.16363500          -605.069109          -0.00144705 
    2           0.13321000          -605.070927          -0.00326522 
    3           0.18826600          -605.073344          -0.00568218 
    4           0.21130800          -605.076678          -0.00901632 
    5           0.18713500          -605.081514            -0.013852 
    6           0.16328000          -605.087440            -0.019778 
    7           0.15570500          -605.094945           -0.0272832 
    8           0.14474200          -605.104219           -0.0365566 
    9           0.09103500          -605.113771           -0.0461086 
   10           0.08904600          -605.113646           -0.0459838 
   11           0.08540300          -605.113355           -0.0456932 
   12           0.08114100          -605.112934            -0.045272 
   13           0.07703900          -605.112453            -0.044791 
   14           0.07422500          -605.111905           -0.0442432 
   15           0.07371500          -605.111498           -0.0438364 
   16           0.07605100          -605.111224           -0.0435617 
   17           0.08112700          -605.111164           -0.0435019 
   18           0.08640500          -605.111740           -0.0440781 
   19           0.08844600          -605.112996           -0.0453336 
   20           0.08310600          -605.115162           -0.0475002 
   21           0.06983300          -605.118273           -0.0506113 
   22           0.05241100          -605.122425           -0.0547628 
   23           0.03712300          -605.127140           -0.0594778 
   24           0.05050900          -605.131666           -0.0640037 
   25           0.12753200          -605.135406           -0.0677442 
   26           0.03187000          -605.135495           -0.0678324 
