#reaccoord	energy
0.0	0.0
1.037108	-0.005682
2.076056	0.099583
3.112379	0.040529
4.151012	0.163279
5.094928	0.128185
6.047578	0.135266
7.363753	0.131836
8.67142	0.137022
9.971555	1.379951
11.030289	0.666603
12.09065	0.339619
13.146034	0.285475
14.207449	0.271501
15.258753	0.277291
