#reaccoord	energy
0.0	0.0
0.41649	0.017238
0.834393	0.069749
1.25462	0.393431
1.674856	0.720091
2.214125	0.678042
2.754285	0.68436
16.914977	-3.175167
17.626858	-3.174661
18.336862	-3.114619
19.058473	-2.508777
19.453492	-2.580884
19.859396	-2.609258
20.267874	-2.612056
20.689655	-2.624866
21.109371	-2.599537
21.525863	-2.475968
21.931475	-2.392551
22.477302	-2.593812
23.02954	-2.599044
