0	0.000000	0.000000	0.028220
0.05	0.07370575	-0.00194248908705563	0.0244513449463492
0.1	0.1474115	-0.003598815052895	0.0204549851615037
0.15	0.22111725	-0.00495219474952688	0.0162309206454636
0.2	0.294823	-0.00598584502896	0.0117791513982288
0.25	0.36852875	-0.00668298274320313	0.00709967741979934
0.3	0.4422345	-0.007026824744265	0.00219249871017526
0.35	0.51594025	-0.00700058788415438	-0.00294238473064346
0.4	0.589646	-0.00658748901488	-0.00830497290265684
0.45	0.66335175	-0.00577074498845063	-0.0138952658058649
0.5	0.7370575	-0.004533572656875	-0.0197132634402675
0.55	0.81076325	-0.00285918887216188	-0.0257589658058649
0.6	0.884469	-0.000730810486320004	-0.0320323729026568
0.65	0.95817475	0.00186834564864187	-0.0385334847306435
0.7	1.0318805	0.00495506268071499	-0.0452623012898247
0.75	1.10558625	0.00854612375789062	-0.0522188225802007
0.8	1.179292	0.01265831202816	-0.0594030486017713
0.85	1.25299775	0.0173084106395144	-0.0668149793545364
0.9	1.3267035	0.022513202739945	-0.0744546148384963
0.95	1.40040925	0.0282894714774431	-0.0823219550536508
1	1.474115	0.034654	-0.090417
1.05	1.54793975	0.0414522876853681	-0.0936610209449321
1.1	1.6217645	0.048468879924045	-0.0963311291588187
1.15	1.69558925	0.0556614077521394	-0.0984273246416598
1.2	1.769414	0.06298750220576	-0.0999496073934554
1.25	1.84323875	0.0704047943210156	-0.100897977414206
1.3	1.9170635	0.077870915134015	-0.10127243470391
1.35	1.99088825	0.0853434956808669	-0.101072979262569
1.4	2.064713	0.09278016699768	-0.100299611090183
1.45	2.13853775	0.100138560120563	-0.0989523301867514
1.5	2.2123625	0.107376306085625	-0.0970311365522741
1.55	2.28618725	0.114451035928974	-0.0945360301867514
1.6	2.360012	0.12132038068672	-0.0914670110901832
1.65	2.43383675	0.127941971394971	-0.0878240792625695
1.7	2.5076615	0.134273439089835	-0.0836072347039103
1.75	2.58148625	0.140272414807422	-0.0788164774142056
1.8	2.655311	0.14589652958384	-0.0734518073934555
1.85	2.72913575	0.151103414455198	-0.0675132246416598
1.9	2.8029605	0.155850700457605	-0.0610007291588187
1.95	2.87678525	0.160096018627169	-0.0539143209449321
2	2.950610	0.163797	-0.046254
2.05	2.987804	0.16456804133201	0.00402079883771576
2.1	3.024998	0.16355537885608	0.0496595241135667
2.15	3.062192	0.16093144669227	0.0906621758275528
2.2	3.099386	0.15686867896064	0.127028753979674
2.25	3.13658	0.15153950978125	0.158759258569931
2.3	3.173774	0.14511637327416	0.185853689598322
2.35	3.210968	0.13777170355943	0.208312047064849
2.4	3.248162	0.12967793475712	0.226134330969511
2.45	3.285356	0.12100750098729	0.239320541312308
2.5	3.32255	0.11193283637	0.247870678093241
2.55	3.359744	0.10262637502531	0.251784741312308
2.6	3.396938	0.09326055107328	0.251062730969511
2.65	3.434132	0.08400779863397	0.245704647064849
2.7	3.471326	0.07504055182744	0.235710489598322
2.75	3.50852	0.06653124477375	0.221080258569931
2.8	3.545714	0.05865231159296	0.201813953979674
2.85	3.582908	0.0515761864051301	0.177911575827553
2.9	3.620102	0.0454753033303201	0.149373124113567
2.95	3.657296	0.04052209648859	0.116198598837716
3	3.694490	0.036889	0.078388
3.05	3.73171695	0.0330696372873785	0.12658796388435
3.1	3.7689439	0.027480223328788	0.173483152622979
3.15	3.80617085	0.0201693309233395	0.219073566215887
3.2	3.8433978	0.011185532870144	0.263359204663074
3.25	3.88062475	0.000577401968312477	0.30634006796454
3.3	3.9178517	-0.011606488983044	0.348016156120284
3.35	3.95507865	-0.0253175671848145	0.388387469130308
3.4	3.9923056	-0.0405072598378881	0.427454006994611
3.45	4.02953255	-0.0571269941431536	0.465215769713192
3.5	4.0667595	-0.0751281973015001	0.501672757286053
3.55	4.10398645	-0.0944622965138166	0.536824969713192
3.6	4.1412134	-0.115080718980992	0.570672406994611
3.65	4.17844035	-0.136934891903916	0.603215069130308
3.7	4.2156673	-0.159976242483476	0.634452956120284
3.75	4.25289425	-0.184156197920563	0.66438606796454
3.8	4.2901212	-0.209426185416064	0.693014404663074
3.85	4.32734815	-0.23573763217087	0.720337966215887
3.9	4.3645751	-0.263041965385868	0.746356752622979
3.95	4.40180205	-0.291290612261949	0.77107076388435
4	4.439029	-0.320435	0.794480
4.05	4.4758835	-0.348586640957613	0.733678220246849
4.1	4.512738	-0.3745461383619	0.675517943625609
4.15	4.5495925	-0.398410843490038	0.619999170136279
4.2	4.586447	-0.4202781076192	0.56712189977886
4.25	4.6233015	-0.440245282026563	0.516886132553352
4.3	4.660156	-0.4584097179893	0.469291868459754
4.35	4.6970105	-0.474868766784588	0.424339107498067
4.4	4.733865	-0.4897197796896	0.38202784966829
4.45	4.7707195	-0.503060107981513	0.342358094970424
4.5	4.807574	-0.5149871029375	0.305329843404469
4.55	4.8444285	-0.525598115834738	0.270943094970424
4.6	4.881283	-0.5349904979504	0.23919784966829
4.65	4.9181375	-0.543261600561663	0.210094107498067
4.7	4.954992	-0.5505087749457	0.183631868459754
4.75	4.9918465	-0.556829372379688	0.159811132553352
4.8	5.028701	-0.5623207441408	0.13863189977886
4.85	5.0655555	-0.567080241506213	0.120094170136279
4.9	5.10241	-0.5712052157531	0.104197943625609
4.95	5.1392645	-0.574793018158637	0.0909432202468491
5	5.176119	-0.577941	0.080330
5.05	5.21277735	-0.580679731297992	0.0692068184134106
5.1	5.2494357	-0.583023636406174	0.0587891401517253
5.15	5.28609405	-0.584998577912357	0.0490769652149441
5.2	5.3227524	-0.586630418404352	0.0400702936030672
