    0           0.13086300          -604.813576                    0 
    1           0.04609100          -604.813867          -0.00029133 
    2           0.10741600          -604.813952          -0.00037609 
    3           0.07922600          -604.814014          -0.00043774 
    4           0.03565900          -604.814096          -0.00052019 
    5           0.03304000          -604.814150          -0.00057374 
    6           0.06514400          -604.814176          -0.00060026 
    7           0.07998100          -604.814221          -0.00064523 
    8           0.06914000          -604.814296          -0.00072066 
    9           0.04440800          -604.814401          -0.00082528 
   10           0.03962000          -604.814496          -0.00092004 
   11           0.05823000          -604.814588          -0.00101245 
   12           0.04337700          -604.814735          -0.00115873 
   13           0.03646800          -604.814890          -0.00131367 
   14           0.05496600          -604.815035          -0.00145964 
   15           0.03690700          -604.815223          -0.00164682 
   16           0.05670000          -604.815438          -0.00186206 
   17           0.03115800          -604.815728          -0.00215205 
   18           0.06757300          -604.816019          -0.00244338 
   19           0.03805600          -604.816410          -0.00283404 
   20           0.03614200          -604.816810          -0.00323407 
   21           0.04715200          -604.817307          -0.00373068 
   22           0.13393600          -604.817666          -0.00408975 
   23           0.02488500          -604.817920          -0.00434384 
   24           0.11612500          -604.817847          -0.00427085 
   25           0.09264500          -604.817899          -0.00432328 
   26           0.04492400          -604.817965           -0.0043893 
