#reaccoord	energy
0.0	0.0
0.421333	-0.011502
0.837846	0.026011
1.261846	0.185981
1.682542	0.276088
2.263077	0.036913
2.83892	0.033298
3.673214	0.152627
4.503002	0.461474
5.336887	0.470156
6.09061	0.47344
